var_short,jahr,quartal,monat,bl,wert,var_short_orig,name_de,name_en,description_de,description_en,type,source_de,source_en,meta_info_de,meta_info_en,datum,date,BL_long,BL_eng
GLPEW6MO,2016,1,1,V,-12.4823,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2016,First Quarter 2016,Vorarlberg,Vorarlberg
GLPEW6MO,2016,2,4,V,-2.9252,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2016,Second Quarter 2016,Vorarlberg,Vorarlberg
GLPEW6MO,2016,3,7,V,0.3124,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2016,Third Quarter 2016,Vorarlberg,Vorarlberg
GLPEW6MO,2016,4,10,V,19.683,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2016,Fourth Quarter 2016,Vorarlberg,Vorarlberg
GLPEW6MO,2016,1,1,W,-7.2693,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2016,First Quarter 2016,Wien,Vienna
GLPEW6MO,2016,2,4,W,24.1128,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2016,Second Quarter 2016,Wien,Vienna
GLPEW6MO,2016,3,7,W,6.8829,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2016,Third Quarter 2016,Wien,Vienna
GLPEW6MO,2016,4,10,W,-1.4228,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2016,Fourth Quarter 2016,Wien,Vienna
GLPEW6MO,2017,1,1,AT,5.4923,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2017,First Quarter 2017,Österreich,Austria
GLPEW6MO,2017,2,4,AT,14.2426,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2017,Second Quarter 2017,Österreich,Austria
GLPEW6MO,2017,3,7,AT,6.8022,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2017,Third Quarter 2017,Österreich,Austria
GLPEW6MO,2017,4,10,AT,18.5743,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2017,Fourth Quarter 2017,Österreich,Austria
GLPEW6MO,2017,1,1,B,28.6017,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2017,First Quarter 2017,Burgenland,Burgenland
GLPEW6MO,2017,2,4,B,40.7597,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2017,Second Quarter 2017,Burgenland,Burgenland
GLPEW6MO,2017,3,7,B,55.4893,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2017,Third Quarter 2017,Burgenland,Burgenland
GLPEW6MO,2017,4,10,B,14.6124,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2017,Fourth Quarter 2017,Burgenland,Burgenland
GLPEW6MO,2017,1,1,K,-2.9902,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2017,First Quarter 2017,Kärnten,Carinthia
GLPEW6MO,2017,2,4,K,9.977,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2017,Second Quarter 2017,Kärnten,Carinthia
GLPEW6MO,2017,3,7,K,-29.6131,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2017,Third Quarter 2017,Kärnten,Carinthia
GLPEW6MO,2017,4,10,K,31.6913,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2017,Fourth Quarter 2017,Kärnten,Carinthia
GLPEW6MO,2017,1,1,M,-10.6468,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2017,First Quarter 2017,Steiermark,Styria
GLPEW6MO,2017,2,4,M,10.7388,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2017,Second Quarter 2017,Steiermark,Styria
GLPEW6MO,2017,3,7,M,-7.6544,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2017,Third Quarter 2017,Steiermark,Styria
GLPEW6MO,2017,4,10,M,14.95,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2017,Fourth Quarter 2017,Steiermark,Styria
GLPEW6MO,2017,1,1,N,0.3819,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2017,First Quarter 2017,Niederösterreich,Lower Austria
GLPEW6MO,2017,2,4,N,12.5776,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2017,Second Quarter 2017,Niederösterreich,Lower Austria
GLPEW6MO,2017,3,7,N,18.1309,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2017,Third Quarter 2017,Niederösterreich,Lower Austria
GLPEW6MO,2017,4,10,N,7.0501,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2017,Fourth Quarter 2017,Niederösterreich,Lower Austria
GLPEW6MO,2017,1,1,O,3.2937,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2017,First Quarter 2017,Oberösterreich,Upper Austria
GLPEW6MO,2017,2,4,O,12.874,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2017,Second Quarter 2017,Oberösterreich,Upper Austria
GLPEW6MO,2017,3,7,O,25.9881,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2017,Third Quarter 2017,Oberösterreich,Upper Austria
GLPEW6MO,2017,4,10,O,24.2568,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2017,Fourth Quarter 2017,Oberösterreich,Upper Austria
GLPEW6MO,2017,1,1,S,9.1431,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2017,First Quarter 2017,Salzburg,Salzburg
GLPEW6MO,2017,2,4,S,9.0679,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2017,Second Quarter 2017,Salzburg,Salzburg
GLPEW6MO,2017,3,7,S,-6.6768,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2017,Third Quarter 2017,Salzburg,Salzburg
GLPEW6MO,2017,4,10,S,30.0882,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2017,Fourth Quarter 2017,Salzburg,Salzburg
GLPEW6MO,2017,1,1,T,4.6408,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2017,First Quarter 2017,Tirol,Tyrol
GLPEW6MO,2017,2,4,T,8.1133,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2017,Second Quarter 2017,Tirol,Tyrol
GLPEW6MO,2017,3,7,T,4.9632,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2017,Third Quarter 2017,Tirol,Tyrol
GLPEW6MO,2017,4,10,T,15.9437,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2017,Fourth Quarter 2017,Tirol,Tyrol
GLPEW6MO,2017,1,1,V,23.3663,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,I. Quartal 2017,First Quarter 2017,Vorarlberg,Vorarlberg
GLPEW6MO,2017,2,4,V,49.724,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,II. Quartal 2017,Second Quarter 2017,Vorarlberg,Vorarlberg
GLPEW6MO,2017,3,7,V,25.5748,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,III. Quartal 2017,Third Quarter 2017,Vorarlberg,Vorarlberg
GLPEW6MO,2017,4,10,V,19.7207,GLPEW6MO,Tourismus – Geschäftslageerwartungen in den nächsten 6 Monaten,Tourism – business situation expectations in the next 6 months,Saldo,Balance,WIFO-Konjunkturtest,Q: WIFO in Kooperation mit der EU (DG ECFIN).,Source: WIFO in cooperation with the EU (DG ECFIN).,Saldo … Differenz der Anteile von positiven und negativen Einschätzungen der antwortenden Unternehmen in Prozentpunkten. Angezeigt wird der Wert des ersten Monats im Quartal.,Balance … Difference in percentage points between positive and negative assessments by responding companies. The value of the first month of the quarter is displayed.,IV. Quartal 2017,Fourth Quarter 2017,Vorarlberg,Vorarlberg
